X	18694029	18846039	 PPEF1
X	18910418	19002716	 PHKA2
X	19007427	19140755	 GPR64
X	19362011	19379823	 PDHA1
X	19378174	19533379	 MAP3K15
X	19552093	19905719	 SH3KBP1
X	19930978	19988416	 CXorf23
X	20024831	20135035	 MAP7D2
X	20142636	20159962	 EIF1AX
X	20168029	20285523	 RPS6KA3
X	21392536	21672813	 CNKSR2
X	21673609	21676448	 KLHL34
X	21724090	21776281	 SMPX
X	21857754	21903542	 MBTPS2
X	21874105	21876845	 YY2
X	21958691	22025798	 SMS
X	22050559	22269427	 PHEX
X	22291065	22292574	 ZNF645
X	23018087	23020204	 DDX53
X	23352133	23422489	 PTCHD1
X	23682379	23704516	 PRDX4
X	23720370	23784592	 ACOT9
X	23801290	23804343	 SAT1
X	23851470	23926057	 APOO
X	23925918	23957624	 CXorf58
X	24001837	24045303	 KLHL15
X	24072833	24096088	 EIF2S3
X	24167290	24234372	 ZFX
X	24483338	24557954	 PDK3
X	24576204	24690794	 PCYT1B
X	24712036	25015103	 POLA1
X	25021811	25034065	 ARX
X	26156460	26158852	 MAGEB18
X	26210557	26213763	 MAGEB6
X	26234286	26236387	 MAGEB5
X	27608499	27766908	 DCAF8L2
X	27826107	27841131	 MAGEB10
X	27996110	27999566	 DCAF8L1
X	28605516	29974840	 IL1RAPL1
X	30233677	30238206	 MAGEB2
X	30248553	30255607	 MAGEB3
X	30260057	30262293	 MAGEB4
X	30261847	30270155	 MAGEB1
X	30322323	30327715	 NR0B1
X	30576941	30595961	 CXorf21
X	30671476	30748725	 GK
X	30845559	30993201	 TAB3
X	31089360	31090170	 FTHL17
X	31115794	33357558	 DMD
X	34147869	34150447	 FAM47A
X	34645181	34675405	 TMEM47
X	34960913	34963034	 FAM47B
X	35816459	35821852	 MAGEB16
X	35937851	36008269	 CXorf22
X	36053908	36163187	 CHDC2
X	36246735	36403431	 CXorf30
X	37026432	37029739	 FAM47C
X	37208528	37316548	 PRRG1
X	37208583	38546928	 TM4SF2
X	37430822	37543716	 LANCL3
X	37545012	37591383	 XK
X	37639264	37672714	 CYBB
X	37696010	37706890	 DYNLT3
X	37850070	37850569	 CXorf27
X	37865835	37988072	 SYTL5
X	38008589	38080696	 SRPX
X	38128416	38186817	 RPGR
X	38211798	38280703	 OTC
X	38420623	38548169	 TSPAN7
X	38660685	38665790	 MID1IP1
X	39909068	40036582	 BCOR
X	40440146	40465889	 ATP6AP2
X	40488285	40506819	 CXorf38
X	40507558	40595110	 MED14
X	40944888	41095832	 USP9X
X	41192651	41223725	 DDX3X
X	41306687	41334963	 NYX
X	41374187	41782716	 CASK
X	41548226	41556526	 GPR34
X	41583408	41589388	 GPR82
X	43515467	43606068	 MAOA
X	43625858	43741693	 MAOB
X	43808022	43832750	 NDP
X	44007128	44202918	 EFHC2
X	44382885	44402247	 FUNDC1
X	44703249	44704130	 DUSP21
X	44732757	44971847	 KDM6A
X	45007619	45060146	 CXorf36
X	46306292	46356857	 KRBOX4
X	46357162	46404892	 ZNF674
X	46433219	46457843	 CHST7
X	46464753	46618490	 SLC9A7
X	46696375	46741793	 RP2
X	46746852	46759138	 CXorf31
X	46771711	46920641	 JADE3
X	46937775	46952712	 RGN
X	47001615	47004903	 NDUFB11
X	47004268	47046212	 RBM10
X	47050260	47074527	 UBA1
X	47077259	47089396	 CDK16
X	47092089	47107727	 USP11
X	47229982	47273704	 ZNF157
X	47305278	47342345	 ZNF41
X	47342970	47344207	 CXorf24
X	47420516	47431307	 ARAF
X	47431303	47479252	 SYN1
X	47441712	47446188	 TIMP1
X	47483612	47489704	 CFP
X	47494920	47510003	 ELK1
X	47511197	47518560	 UXT
X	47696301	47861960	 ZNF81
X	47834250	47863377	 ZNF182
X	47842756	47931025	 ZNF630
X	47863734	47869126	 SPACA5
X	47990039	47991995	 SPACA5B
X	48045656	48056199	 SSX5
X	48114752	48126879	 SSX1
X	48205863	48216142	 SSX3
X	48242863	48252785	 SSX4
X	48261524	48271344	 SSX4B
X	48316920	48328644	 SLC38A5
X	48334541	48344752	 FTSJ1
X	48367350	48379202	 PORCN
X	48379546	48387104	 EBP
X	48397845	48420997	 TBC1D25
X	48431482	48433275	 AC115618.1
X	48432837	48437454	 RBM3
X	48448430	48463581	 WDR13
X	48534985	48549818	 WAS
X	48553945	48567403	 SUV39H1
X	48620154	48632064	 GLOD5
X	48644962	48652716	 GATA1
X	48659784	48683392	 HDAC6
X	48687283	48688548	 ERAS
X	48689504	48694035	 PCSK1N
X	48750730	48755426	 TIMM17B
X	48755195	48760420	 PQBP1
X	48760459	48769235	 SLC35A2
X	48770459	48776301	 PIM2
X	48779305	48815648	 OTUD5
X	48818639	48827976	 KCND1
X	48830134	48858675	 GRIPAP1
X	48886242	48901012	 TFE3
X	48911101	48927509	 CCDC120
X	48928813	48931730	 PRAF2
X	48929385	48958108	 WDR45
X	48929385	48937546	 AF196779.12
X	48970334	48980151	 GPKOW
X	49019061	49024822	 MAGIX
X	49028273	49031588	 PLP2
X	49031151	49042845	 PRICKLE3
X	49044269	49056718	 SYP
X	49061523	49089833	 CACNA1F
X	49091927	49106987	 CCDC22
X	49106897	49121288	 FOXP3
X	49126306	49157929	 PPP1R3F
X	49160148	49176323	 GAGE10
X	49178536	49185863	 GAGE12J
X	49188094	49195366	 GAGE13
X	49197607	49204923	 GAGE2E
X	49207160	49214420	 GAGE2D
X	49216659	49223943	 GAGE12I
X	49226182	49233481	 GAGE2C
X	49235708	49242997	 GAGE2B
X	49294472	49294588	 GAGE12B
X	49296814	49304141	 GAGE12C
X	49306370	49313697	 GAGE12D
X	49315936	49323252	 GAGE12E
X	49325479	49332808	 GAGE12F
X	49335037	49342357	 GAGE12G
X	49344586	49351904	 GAGE12H
X	49354132	49361430	 GAGE2A
X	49363628	49373139	 GAGE1
X	49452053	49460596	 PAGE1
X	49593863	49598576	 PAGE4
X	49644470	49647166	 USP27X
X	49687225	49863892	 CLCN5
X	49955406	49965664	 AKAP4
X	49967364	50094909	 CCNB3
X	50334647	50557302	 SHROOM4
X	50653784	50659607	 BMP15
X	51075083	51080377	 NUDT10
X	51149767	51151687	 CXorf67
X	51232863	51239448	 NUDT11
X	51486481	51489324	 GSPT2
X	51546103	51645453	 MAGED1
X	51793956	51797351	 RP11-114H20.1
X	51804923	51812368	 MAGED4B
X	51927919	51935364	 MAGED4
X	51942963	51946358	 RP11-363G10.2
X	52112173	52118823	 XAGE2B
X	52235228	52243954	 XAGE1B
X	52255219	52260363	 XAGE1A
X	52380351	52387001	 XAGE2
X	52511761	52516905	 XAGE1C
X	52528159	52533303	 XAGE1D
X	52541053	52546197	 XAGE1E
X	52673140	52683950	 SSX7
X	52725946	52736239	 SSX2
X	52780318	52790617	 SSX2B
X	52825184	52827141	 SPANXN5
X	52841228	52847325	 XAGE5
X	52891557	52897099	 XAGE3
X	52920336	52937587	 FAM156B
X	52976462	53024651	 FAM156A
X	53078273	53109797	 GPR173
X	53111549	53117722	 TSPYL2
X	53220503	53254604	 KDM5C
X	53262058	53350522	 IQSEC2
X	53401070	53449677	 SMC1A
X	53449639	53458059	 RIBC1
X	53458206	53461320	 HSD17B10
X	53559057	53713673	 HUWE1
X	53963109	54075391	 PHF8
X	54094757	54209714	 FAM120C
X	54219256	54385075	 WNK3
X	54466834	54471920	 TSR2
X	54471887	54522599	 FGD1
X	54556644	54587504	 GNL3L
X	54775332	54824673	 ITIH6
X	54834032	54842445	 MAGED2
X	54946895	54957864	 TRO
X	54959394	55024967	 PFKFB1
X	55026790	55035490	 APEX2
X	55035488	55057497	 ALAS2
X	55101496	55105342	 PAGE2B
X	55115441	55119275	 PAGE2
X	55169535	55187743	 FAM104B
X	55207824	55208944	 MTRNR2L10
X	55246788	55250541	 PAGE5
X	55284848	55291279	 PAGE3
X	55478538	55479998	 MAGEH1
X	55511049	55515635	 USP51
X	55649833	55652621	 FOXR2
X	55744172	55785207	 RRAGB
X	56100757	56102014	 AL353698.1
X	56258854	56314322	 KLF8
X	56590026	56593443	 UBQLN2
X	57002803	57021970	 SPIN3
X	57144984	57147980	 SPIN2B
X	57160963	57164058	 SPIN2A
X	57313139	57515629	 FAAH2
X	57618269	57623906	 ZXDB
X	57931864	57937067	 ZXDA
X	62567107	62571223	 SPIN4
X	62854847	63005426	 ARHGEF9
X	63404997	63425624	 AMER1
X	63444076	63450511	 ASB12
X	63444187	63615333	 MTMR8
X	64136250	64254593	 ZC4H2
X	64708615	64727767	 ZC3H12B
X	64732462	64754655	 LAS1L
X	64808257	64961791	 MSN
X	65241580	65259967	 VSIG4
X	65382391	65488709	 HEPH
X	65815479	65859108	 EDA2R
X	66764465	66950461	 AR
X	67262186	67653755	 OPHN1
X	67718165	67757127	 YIPF6
X	67867508	67945684	 STARD8
X	68048840	68061990	 EFNB1
X	68380694	68385636	 PJA1
X	68725084	68752351	 FAM155B
X	68835911	69259319	 EDA
X	69260392	69269788	 AWAT2
X	69282341	69284029	 OTUD6A
X	69353299	69386174	 IGBP1
X	69397333	69425395	 DGAT2L6
X	69454505	69460477	 AWAT1
X	69478016	69479654	 P2RY4
X	69488155	69501690	 ARR3
X	69501943	69504852	 RAB41
X	69506445	69510364	 PDZD11
X	69509879	69640682	 KIF4A
X	69642881	69653240	 GDPD2
X	69664711	69725337	 DLG3
X	69748790	70128581	 TEX11
X	70145432	70150975	 SLC7A3
X	70279094	70288273	 SNX12
X	70316047	70323385	 FOXO4
X	70323739	70326638	 CXorf65
X	70327254	70331958	 IL2RG
X	70338406	70362303	 MED12
X	70364681	70391051	 NLGN3
X	70435044	70445366	 GJB1
X	70459474	70474996	 ZMYM3
X	70503042	70521018	 NONO
X	70521584	70525221	 ITGB1BP2
X	70586114	70752224	 TAF1
X	70752933	70795747	 OGT
X	70798261	70833433	 ACRC
X	70835766	70838367	 CXCR3
X	71130938	71363424	 NHSL2
X	71346958	71351758	 RGAG4
X	71401203	71522776	 PIN4
X	71424510	71458897	 ERCC6L
X	71475529	71497150	 RPS4X
X	71521488	71527037	 CITED1
X	71549366	71792953	 HDAC8
X	71798664	71934167	 PHKA1
X	71996833	72068636	 DMRTC1B
X	72091859	72163653	 DMRTC1
X	72223352	72225551	 PABPC1L2B
X	72297115	72299351	 PABPC1L2A
X	72345876	72347919	 NAP1L6
X	72432135	72434684	 NAP1L2
X	72667090	72675081	 CDX4
X	72783036	72906937	 CHIC1
X	73524025	73524868	 ZCCHC13
X	73641085	73753752	 SLC16A2
X	73805052	73834452	 RLIM
X	73952684	74145282	 KIAA2022
X	74273115	74376567	 ABCB7
X	74493920	74524435	 UPRT
X	74588262	74743337	 ZDHHC15
X	75002823	75005079	 MAGEE2
X	75392771	75398039	 PBDC1
X	75648046	75651744	 MAGEE1
X	76709648	76712769	 FGF16
X	76760356	77041702	 ATRX
X	77081861	77151090	 MAGT1
X	77154935	77162870	 COX7B
X	77166194	77305892	 ATP7A
X	77223458	77225135	 PGAM4
X	77320685	77384793	 PGK1
X	77385245	77395203	 TAF9B
X	77526961	77583048	 CYSLTR1
X	77911566	77914825	 ZCCHC5
X	78003206	78012591	 LPAR4
X	78200829	78217451	 P2RY10
X	78426469	78427726	 GPR174
X	78615881	78623164	 ITM2A
X	79270255	79287268	 TBX22
X	79591003	79700810	 FAM46D
X	79926353	80065187	 BRWD3
X	80369200	80457441	 HMGN5
X	80457442	80554046	 SH3BGRL
X	82763269	82764775	 POU3F4
X	83116154	83141705	 CYLC1
X	83318984	83442933	 RPS6KA6
X	83572882	83757487	 HDX
X	84258832	84343069	 APOOL
X	84347293	84364054	 SATL1
X	84498997	84528368	 ZNF711
X	84532402	84634748	 POF1B
X	85116185	85302566	 CHM
X	85403462	86087607	 DACH2
X	86772752	86925050	 KLHL4
X	88002226	88009786	 CPXCR1
X	89176881	89177882	 TGIF2LX
X	90689594	90693583	 PABPC5
X	91034260	91878229	 PCDH11X
X	92925929	92928567	 NAP1L3
X	92929012	92967273	 FAM133A
X	95939662	96859996	 DIAPH2
X	96138907	96140446	 RPA4
X	99546642	99665271	 PCDH19
X	99839799	99854882	 TNMD
X	99883667	99894988	 TSPAN6
X	99899215	99926296	 SRPX2
X	99929488	99987110	 SYTL4
X	100075384	100095921	 CSTF2
X	100098313	100129334	 NOX1
X	100168431	100184422	 XKRX
X	100224697	100245818	 ARL13A
X	100264335	100307105	 TRMT2B
X	100333709	100351353	 TMEM35
X	100353178	100418670	 CENPI
X	100474758	100519486	 DRP2
X	100523241	100548059	 TAF7L
X	100600649	100604184	 TIMM8A
X	100604435	100641183	 BTK
X	100645812	100651105	 RPL36A
X	100645999	100667285	 RPL36A-HNRNPH2
X	100652791	100662913	 GLA
X	100663283	100669121	 HNRNPH2
X	100673275	100788446	 ARMCX4
X	100805514	100809683	 ARMCX1
X	100870110	100872991	 ARMCX6
X	100877787	100882833	 ARMCX3
X	100910267	100914876	 ARMCX2
X	101087085	101112549	 NXF5
X	101137262	101187004	 ZMAT1
X	101380660	101382683	 TCEAL2
X	101395448	101397942	 TCEAL6
X	101408680	101411029	 BEX5
X	101470280	101581634	 NXF2
X	101470280	101567445	 TCP11X1
X	101615316	101726732	 NXF2B
X	101629549	101726732	 TCP11X2
X	101768604	101771712	 TMSB15A
X	101854096	101859087	 ARMCX5
X	101906294	101914011	 GPRASP1
X	101967104	101973607	 GPRASP2
X	101975616	102008468	 BHLHB9
X	102192200	102193228	 RAB40AL
X	102317579	102319168	 BEX1
X	102330738	102348157	 NXF3
X	102470020	102472174	 BEX4
X	102507923	102510131	 TCEAL8
X	102528619	102531800	 TCEAL5
X	102564274	102565974	 BEX2
X	102585124	102587254	 TCEAL7
X	102611373	102613397	 WBP5
X	102631268	102633005	 NGFRAP1
X	102754678	102774417	 RAB40A
X	102831159	102842657	 TCEAL4
X	102862379	102884618	 TCEAL3
X	102883632	102885881	 TCEAL1
X	102930424	102943086	 MORF4L2
X	102962152	102983583	 GLRA4
X	102965837	102968956	 TMEM31
X	103028647	103047548	 PLP1
X	103077252	103087158	 RAB9B
X	103173479	103229570	 TMSB15B
X	103265719	103268259	 H2BFWT
X	103268269	103297021	 H2BFM
X	103343898	103401708	 SLC25A53
X	103356822	103360533	 ZCCHC18
X	103411301	103440583	 FAM199X
X	103494719	103499614	 ESX1
X	103810996	105011822	 IL1RAPL2
X	104463611	104465358	 TEX13A
X	105066536	105202602	 NRK
X	105277197	105282729	 SERPINA7
X	105412298	105452949	 MUM1L1
X	105855160	105922672	 CXorf57
X	105937024	106040223	 RNF128
X	106045910	106119375	 TBC1D8B
X	106057101	106243474	 MORC4
X	106143293	106146565	 RIPPLY1
X	106143394	106174091	 CLDN2
X	106307650	106362057	 RBM41
X	106366657	106449670	 NUP62CL
X	106449862	106487473	 PIH1D3
X	106765680	106848481	 FRMPD3
X	106871737	106894256	 PRPS1
X	106956451	107020572	 TSC22D3
X	107020963	107037912	 NCBP2L
X	107068985	107170423	 MID2
X	107224094	107225600	 TEX13B
X	107288200	107322414	 VSIG1
X	107327437	107334848	 PSMD10
X	107334898	107397901	 ATG4A
X	107386780	107682727	 COL4A6
X	107683074	107940775	 COL4A5
X	107965300	107975917	 RP6-24A23.6
X	107975712	107979651	 IRS4
X	108616135	108725301	 GUCY2F
X	108779010	108787919	 NXT2
X	108866929	108868393	 KCNE1L
X	108867473	108976632	 ACSL4
X	109245859	109425962	 TMEM164
X	109437414	109683461	 AMMECR1
X	109589700	109590201	 GNG5P2
X	109602044	109699562	 RGAG1
X	109917084	110039286	 CHRDL1
X	110187513	110470589	 PAK3
X	110488331	110513751	 CAPN6
X	110537007	110655603	 DCX
X	110909043	111003877	 ALG13
X	111017543	111326004	 TRPC5
X	111697727	111700473	 ZCCHC16
X	111873876	111923375	 LHFPL1
X	112017731	112084043	 AMOT
X	113818551	114144624	 HTR2C
X	114238538	114254540	 IL13RA2
X	114345185	114468635	 LRCH2
X	114423963	114427431	 RBMXL3
X	114524293	114542121	 LUZP4
X	114795501	114885181	 PLS3
X	114952650	114953669	 RP1-241P17.4
X	115301975	115306225	 AGTR2
X	115567790	115592625	 SLC6A14
X	115592849	115594164	 CT83
X	117031776	117251303	 KLHL13
X	117480036	117583924	 WDR44
X	117629861	117820126	 DOCK11
X	117861535	117928502	 IL13RA1
X	117957753	117960931	 ZCCHC12
X	118108581	118152318	 LONRF3
X	118212598	118284542	 KIAA1210
X	118370216	118378429	 PGRMC1
X	118533023	118588441	 SLC25A43
X	118602363	118605282	 SLC25A5
X	118672112	118699397	 CXorf56
X	118708501	118718381	 UBE2A
X	118722300	118739858	 NKRF
X	118749687	118827333	 SEPT6
X	118892576	118894164	 SOWAHD
X	118920467	118925606	 RPL39
X	118967985	118986961	 UPF3B
X	119004497	119005791	 RNF113A
X	119005450	119010625	 NDUFA1
X	119029800	119054679	 AKAP14
X	119059014	119077735	 NKAP
X	119205848	119211707	 RHOXF2B
X	119243011	119249847	 RHOXF1
X	119292467	119297945	 RHOXF2
X	119384607	119392253	 ZBTB33
X	119392505	119445411	 TMEM255A
X	119495967	119516226	 ATP1B4
X	119561682	119603220	 LAMP2
X	119658464	119709649	 CUL4B
X	119727865	119754929	 MCTS1
X	119759648	119764005	 C1GALT1C1
X	120006457	120009779	 CT47B1
X	120011344	120066151	 CT47A12
X	120067700	120071012	 CT47A11
X	120072561	120075873	 CT47A10
X	120077421	120080733	 CT47A9
X	120082282	120085594	 CT47A8
X	120087142	120090454	 CT47A7
X	120092019	120100198	 CT47A5
X	120092025	120095337	 CT47A6
X	120101746	120105058	 CT47A4
X	120106606	120109918	 CT47A3
X	120111460	120119642	 CT47A1
X	120111466	120114778	 CT47A2
X	120181462	120183794	 GLUD2
X	122318006	122624766	 GRIA3
X	122734412	122866906	 THOC2
X	122993574	123047829	 XIAP
X	123094062	123556514	 STAG2
X	123480194	123507005	 SH2D1A
X	123509753	124097666	 TENM1
X	125298337	125300080	 DCAF12L2
X	125683369	125686834	 DCAF12L1
X	125953747	125955769	 CXorf64
X	127184943	127186382	 ACTRT1
X	128580480	128657477	 SMARCA1
X	128673826	128726538	 OCRL
X	128779240	128788933	 APLN
X	128872950	128903514	 XPNPEP2
X	128913955	128929177	 SASH3
X	128937264	128977885	 ZDHHC9
X	129040097	129063737	 UTP14A
X	129115083	129192058	 BCORL1
X	129198849	129244691	 ELF4
X	129263337	129299861	 AIFM1
X	129305623	129318844	 RAB33A
X	129336685	129402873	 ZNF280C
X	129473874	129507335	 SLC25A14
X	129518319	129519511	 GPR119
X	129535943	129547317	 RBMX2
X	129757350	130037208	 ENOX2
X	130192216	130223857	 ARHGAP36
X	130407480	130533677	 IGSF1
X	130677950	130679030	 OR13H1
X	131157293	131209971	 MST4
X	131211021	131262048	 FRMD7
X	131337053	131353471	 RAP2C
X	131503345	131623996	 MBNL3
X	131760044	132095423	 HS6ST2
X	132158659	132231137	 USP26
X	132350697	132352376	 TFDP3
X	132434131	132549518	 GPC4
X	132669773	133119922	 GPC3
X	133371077	133380237	 CCDC160
X	133507283	133562820	 PHF6
X	133594183	133654543	 HPRT1
X	133699868	133898352	 PLAC1
X	133903596	133931262	 FAM122B
X	133930819	133988640	 FAM122C
X	134021656	134049297	 MOSPD1
X	134124968	134126501	 SMIM10
X	134154543	134156559	 FAM127C
X	134166333	134167576	 FAM127A
X	134184962	134186226	 FAM127B
X	134290461	134305322	 CT55
X	134382867	134478012	 ZNF75D
X	134478721	134497077	 ZNF449
X	134654584	134716435	 DDX26B
X	134847185	134857354	 CT45A1
X	134866214	134874614	 CT45A2
X	134883488	134891885	 CT45A3
X	134928331	134953994	 CT45A4
X	134945598	134953994	 CT45A5
X	134962849	134971244	 CT45A6
X	134971374	134995220	 SAGE1
X	135044229	135056222	 MMGT1
X	135067598	135129423	 SLC9A6
X	135229559	135293518	 FHL1
X	135295381	135338641	 MAP7D3
X	135383122	135519215	 GPR112
X	135570046	135575939	 BRS3
X	135579238	135594505	 HTATSF1
X	135614311	135638966	 VGLL1
X	135730352	135742549	 CD40LG
X	135747706	135864247	 ARHGEF6
X	135930163	135962923	 RBMX
X	136112307	136113833	 GPR101
X	136648301	136659850	 ZIC3
X	137713735	138304939	 FGF13
X	138612917	138645617	 F9
X	138663929	138790386	 MCF2
X	138808505	139027435	 ATP11C
X	139037884	139047679	 CXorf66
X	139585152	139587225	 SOX3
X	139791932	139854844	 LINC00632
X	139865425	139866723	 CDR1
X	140084756	140085871	 SPANXB2
X	140096761	140097876	 SPANXB1
X	140269934	140271310	 LDOC1
X	140335596	140336629	 SPANXC
X	140671796	140673133	 SPANXA1
X	140677562	140678899	 SPANXA2
X	140785568	140786896	 SPANXD
X	140926102	140985618	 MAGEC3
X	140991680	140997174	 MAGEC1
X	141290131	141293076	 MAGEC2
X	142113704	142122488	 SPANXN4
X	142596564	142605303	 SPANXN3
X	142710596	142723596	 SLITRK4
X	142795055	142804516	 SPANXN2
X	142967173	142968355	 UBE2NL
X	144328348	144337632	 SPANXN1
X	144899350	144907360	 SLITRK2
X	144908928	144911368	 TMEM257
X	146993469	147032645	 FMR1
X	147062849	147108187	 FMR1NB
X	147582139	148082193	 AFF2
X	148558521	148615470	 IDS
X	148564074	148615470	 IDS
X	148621900	148632055	 CXorf40A
X	148663309	148669116	 MAGEA9B
X	148674172	148676974	 HSFX2
X	148678216	148713568	 TMEM185A
X	148769894	148798926	 MAGEA11
X	148855726	148858525	 HSFX1
X	148863584	148869397	 MAGEA9
X	149009941	149014609	 MAGEA8
X	149097745	149107029	 CXorf40B
X	149529689	149682448	 MAMLD1
X	149737069	149841795	 MTM1
X	149861435	149933576	 MTMR1
X	149934810	150067289	 CD99L2
X	150148982	150159248	 HMGB3
X	150345125	150349937	 GPR50
X	150564987	150577836	 VMA21
X	150732094	150845211	 PASD1
X	150863596	150874396	 PRRG3
X	150884507	150891666	 FATE1
X	150906923	150913776	 CNGA2
X	151080981	151093642	 MAGEA4
X	151121596	151143152	 GABRE
X	151301782	151307033	 MAGEA10
X	151334706	151619830	 GABRA3
X	151806637	151825999	 GABRQ
X	151867214	151870825	 MAGEA6
X	151883082	151887096	 MAGEA2B
X	151899293	151903184	 MAGEA12
X	151903228	151909518	 CSAG1
X	151918387	151922364	 MAGEA2
X	151934652	151938240	 MAGEA3
X	151995517	151999321	 CETN2
X	151999511	152038273	 NSDHL
X	152082986	152142024	 ZNF185
X	152157368	152162671	 PNMA5
X	152224766	152228827	 PNMA3
X	152240819	152243399	 PNMA6C
X	152240839	152340864	 PNMA6A
X	152243996	152245978	 PNMA6D
X	152341458	152343394	 PNMA6B
X	152481522	152486115	 MAGEA1
X	152599613	152625568	 ZNF275
X	152683780	152687087	 ZFP92
X	152710178	152736045	 TREX2
X	152713124	152760978	 HAUS7
X	152751314	152752546	 U82695.9
X	152760397	152775012	 BGN
X	152783134	152848397	 ATP2B3
X	152853377	152865500	 FAM58A
X	152907946	152916781	 DUSP9
X	152935185	152954465	 PNCK
X	152953554	152962048	 SLC6A8
X	152965947	152990152	 BCAP31
X	152990323	153010216	 ABCD1
X	153029651	153044801	 PLXNB3
X	153041867	153051187	 SRPK3
X	153051221	153059978	 IDH3G
X	153058971	153063960	 SSR4
X	153067621	153096020	 PDZD4
X	153126969	153174677	 L1CAM
X	153146127	153154444	 LCA10
X	153167985	153172620	 AVPR2
X	153172821	153200452	 ARHGAP4
X	153194695	153200676	 NAA10
X	153200716	153210232	 RENBP
X	153213004	153237258	 HCFC1
X	153237778	153248646	 TMEM187
X	153275951	153285431	 IRAK1
X	153287024	153363212	 MECP2
X	153409698	153424507	 OPN1LW
X	153424682	153445634	 TEX28P2
X	153448107	153461633	 OPN1MW
X	153461812	153482755	 TEX28P1
X	153485225	153498755	 OPN1MW2
X	153498930	153523796	 TEX28
X	153524024	153558700	 TKTL1
X	153576892	153603006	 FLNA
X	153607557	153609883	 EMD
X	153618315	153637504	 RPL10
X	153629579	153640449	 DNASE1L1
X	153639854	153650065	 TAZ
X	153656978	153664862	 ATP6AP1
X	153665266	153671814	 GDI1
X	153672473	153679002	 FAM50A
X	153686621	153701989	 PLXNA3
X	153706028	153707596	 LAGE3
X	153712056	153715009	 UBL4A
X	153715645	153719016	 SLC10A3
X	153733350	153744566	 FAM3A
X	153759606	153775787	 G6PD
X	153769414	153796782	 IKBKG
X	153813407	153815075	 CTAG1A
X	153845865	153847533	 CTAG1B
X	153880246	153881853	 CTAG2
X	153903529	153979858	 GAB3
X	153991031	154005964	 DKC1
X	154006959	154049282	 MPP1
X	154051623	154062937	 SMIM9
X	154064063	154255215	 F8
X	154113317	154113833	 H2AFB1
X	154114635	154116335	 F8A1
X	154254255	154288578	 FUNDC2
X	154289897	154376212	 MTCP1
X	154289897	154299637	 CMC4
X	154299695	154351349	 BRCC3
X	154425284	154468098	 VBP1
X	154487526	154493874	 RAB39B
